universe_path,universe,sleeve,base_vol_weight,base_trend_weight,stress_k,stress_variant,vix_weight,drawdown_weight,cost_bps,regime,cagr,sharpe,max_dd,max_gross,passes_max_gross,passes_regime_dd,passes_regime_sharpe
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_40,0.6,0.4,0.4,weighted_50_50,0.5,0.5,10.0,2022,0.045601230731896925,0.46906068576111404,-0.0702042915400457,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_60_40_k_40,0.6,0.4,0.4,weighted_50_50,0.5,0.5,10.0,2023_2026,0.26002716348119836,2.632006173777391,-0.08237546402883222,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_20,0.5,0.5,0.2,weighted_50_50,0.5,0.5,10.0,2008_crisis,0.007115910992739893,0.04903980793050482,-0.12239372604633914,1.3444474119984526,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_20,0.5,0.5,0.2,weighted_50_50,0.5,0.5,10.0,2010_2019,0.173798311306139,1.7080103243616203,-0.10997842468671892,1.3444474119984526,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_20,0.5,0.5,0.2,weighted_50_50,0.5,0.5,10.0,2020,0.2038084280951411,1.0798466499026809,-0.19000416526384245,1.3444474119984526,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_20,0.5,0.5,0.2,weighted_50_50,0.5,0.5,10.0,2022,0.02066160288809815,0.20706241351210689,-0.07889436125409732,1.3444474119984526,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_20,0.5,0.5,0.2,weighted_50_50,0.5,0.5,10.0,2023_2026,0.24340309534749438,2.50394093489084,-0.08787616056658976,1.3444474119984526,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_30,0.5,0.5,0.3,weighted_50_50,0.5,0.5,10.0,2008_crisis,0.02084679748684226,0.1743576976892406,-0.09643078714793685,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_30,0.5,0.5,0.3,weighted_50_50,0.5,0.5,10.0,2010_2019,0.1776418859229254,1.8073258818584774,-0.10859525681742876,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_30,0.5,0.5,0.3,weighted_50_50,0.5,0.5,10.0,2020,0.20249174552710492,1.1939919178262959,-0.17004049951091005,1.375,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_30,0.5,0.5,0.3,weighted_50_50,0.5,0.5,10.0,2022,0.046731149958796125,0.5234696593489617,-0.05938442824842405,1.375,True,True,False
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_50_50_k_30,0.5,0.5,0.3,weighted_50_50,0.5,0.5,10.0,2023_2026,0.24122672775581178,2.5639614188822204,-0.07898972461869647,1.375,True,True,True
