universe_path,universe,sleeve,base_vol_weight,base_trend_weight,stress_k,stress_variant,vix_weight,drawdown_weight,cost_bps,cagr,sharpe,max_dd,volatility,turnover_sum,avg_gross,max_gross,n_rebalances,passes_max_gross,passes_full_period_dd,passes_full_period_sharpe
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_40,0.4,0.6,0.4,weighted_50_50,0.5,0.5,10.0,0.15929778406566464,1.6014995874780737,-0.16319740441550168,0.099467889540025,187.46108814656048,1.1679668428683063,1.3750000000000002,2808,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_40,0.4,0.6,0.4,weighted_50_50,0.5,0.5,25.0,0.14159872545586527,1.4218422595479276,-0.16402174775837697,0.0995882099473442,187.46108814656048,1.1679668428683063,1.3750000000000002,2808,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_50_50_40_60_k_40,0.4,0.6,0.4,weighted_50_50,0.5,0.5,50.0,0.1126764856746787,1.1271392265516493,-0.1653952249201588,0.09996678584188684,187.46108814656048,1.1679668428683063,1.3750000000000002,2808,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_70_30_60_40_k_20,0.6,0.4,0.2,weighted_70_30,0.7,0.3,10.0,0.19096443288795584,1.5045385700454068,-0.22003966829026889,0.12692558149718458,177.37752613851717,1.11225812969386,1.2966684471990715,4582,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_70_30_60_40_k_20,0.6,0.4,0.2,weighted_70_30,0.7,0.3,25.0,0.17375606758804207,1.367757708626417,-0.2213469189257562,0.12703716929699352,177.37752613851717,1.11225812969386,1.2966684471990715,4582,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_70_30_60_40_k_20,0.6,0.4,0.2,weighted_70_30,0.7,0.3,50.0,0.14561056085187873,1.1437003820218996,-0.22352223029489948,0.12731530315173978,177.37752613851717,1.11225812969386,1.2966684471990715,4582,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_70_30_60_40_k_30,0.6,0.4,0.3,weighted_70_30,0.7,0.3,10.0,0.19662042892315656,1.7066948745676802,-0.18980018413040256,0.11520537844994826,226.51107107182392,1.1192210791514237,1.3450026707986074,4582,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_70_30_60_40_k_30,0.6,0.4,0.3,weighted_70_30,0.7,0.3,25.0,0.17458600830181892,1.5134857292974466,-0.19149295978560965,0.11535358736607379,226.51107107182392,1.1192210791514237,1.3450026707986074,4582,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_70_30_60_40_k_30,0.6,0.4,0.3,weighted_70_30,0.7,0.3,50.0,0.1387412941535382,1.1989942112959184,-0.19430805140195262,0.11571473227012609,226.51107107182392,1.1192210791514237,1.3450026707986074,4582,True,True,True
config/universes/sp100.yaml,sp100_sample,a7_2_weighted_70_30_60_40_k_40,0.6,0.4,0.4,weighted_70_30,0.7,0.3,10.0,0.19853462499403363,1.8548117721034465,-0.16807713014013592,0.10703761318534534,273.3994636638818,1.1261663624345815,1.375,4445,True,True,True
