universe,sleeve,sleeve_type,cagr,sharpe,max_dd,volatility,turnover_sum,n_rebalances,target_beta,avg_realized_beta,vol_sleeve,defensive_sleeve,vol_weight,defensive_weight
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_equal_weight_60_40,blend,0.2186212586667151,0.7064552959211833,-0.5468441567828659,0.30946226877900834,136.48666666666665,239,,1.5091616922133664,vol_top_20,defensive_stability_top_30_equal_weight,0.6,0.4
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_equal_weight_50_50,blend,0.20429726603896858,0.7184487143629927,-0.5309492987970439,0.28435887204573435,138.58333333333334,239,,1.3946617589412438,vol_top_20,defensive_stability_top_30_equal_weight,0.5,0.5
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_equal_weight_70_30,blend,0.23199664380107676,0.6916666169628374,-0.5637304583974159,0.3354168585145721,134.38999999999996,239,,1.623661625485488,vol_top_20,defensive_stability_top_30_equal_weight,0.7,0.3
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_equal_weight_40_60,blend,0.18906092522364104,0.7261715354197761,-0.5159429107660003,0.2603529827347902,140.68000000000012,239,,1.2801618256691218,vol_top_20,defensive_stability_top_30_equal_weight,0.4,0.6
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_equal_weight_60_40,blend,0.21560621105581723,0.6892314313355685,-0.5564408317511493,0.3128212110669751,126.62000000000006,239,,1.5194547757793817,vol_top_20,defensive_stability_top_50_equal_weight,0.6,0.4
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_equal_weight_50_50,blend,0.20072397154719002,0.6958042975969501,-0.5426759399473988,0.28847762544786826,126.24999999999999,239,,1.4075281133987638,vol_top_20,defensive_stability_top_50_equal_weight,0.5,0.5
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_equal_weight_70_30,blend,0.22961762475557634,0.6794010407040291,-0.5708286325771608,0.33797066974998324,126.99000000000001,239,,1.63138143816,vol_top_20,defensive_stability_top_50_equal_weight,0.7,0.3
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_equal_weight_40_60,blend,0.18500625151226568,0.6977103999222667,-0.5297836270495392,0.2651619519113913,125.88000000000005,239,,1.295601451018145,vol_top_20,defensive_stability_top_50_equal_weight,0.4,0.6
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_beta_0_6_60_40,blend,0.21177099064610494,0.7207725212263963,-0.5304535711434698,0.2938111323747138,158.16795214378928,239,,1.4215823730367338,vol_top_20,defensive_stability_top_30_beta_0_6,0.6,0.4
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_beta_0_6_50_50,blend,0.19508749564134575,0.735683497254561,-0.5113156662125731,0.26517856710035953,165.70994017973658,239,,1.2851876099704538,vol_top_20,defensive_stability_top_30_beta_0_6,0.5,0.5
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_beta_0_6_70_30,blend,0.22726382353457497,0.7024703011845592,-0.5510253132953381,0.323520899248474,150.62596410784198,239,,1.557977136103014,vol_top_20,defensive_stability_top_30_beta_0_6,0.7,0.3
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_beta_0_6_40_60,blend,0.17726519093832271,0.744773072577366,-0.4933692363201305,0.23801235230602225,173.2707895541904,239,,1.1487928469041735,vol_top_20,defensive_stability_top_30_beta_0_6,0.4,0.6
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_beta_0_6_60_40,blend,0.19888960521713872,0.6722814062700656,-0.5479003777018963,0.29584278750265147,151.30838708182978,239,,1.4206512231048358,vol_top_20,defensive_stability_top_50_beta_0_6,0.6,0.4
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_beta_0_6_50_50,blend,0.17930991681599528,0.6697603965418971,-0.5352232152109391,0.26772248365506107,157.13548385228717,239,,1.2840236725555811,vol_top_20,defensive_stability_top_50_beta_0_6,0.5,0.5
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_beta_0_6_70_30,blend,0.21741564285352433,0.6688941362348949,-0.5635995901761793,0.32503744774520593,145.4823484407002,239,,1.5572787736540905,vol_top_20,defensive_stability_top_50_beta_0_6,0.7,0.3
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_beta_0_6_40_60,blend,0.15873666982181667,0.6585142241777105,-0.5251132795363697,0.24105275785049565,162.96258062274447,239,,1.1473961220063267,vol_top_20,defensive_stability_top_50_beta_0_6,0.4,0.6
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_beta_0_8_60_40,blend,0.21198144693531407,0.6889451031897947,-0.5399596917380216,0.3076898956881273,146.37859761756644,239,,1.5002968444801237,vol_top_20,defensive_stability_top_30_beta_0_8,0.6,0.4
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_beta_0_8_50_50,blend,0.1960149039146455,0.6946390547433351,-0.5226638385718574,0.28218238317606803,151.02164104259745,239,,1.3835806992746909,vol_top_20,defensive_stability_top_30_beta_0_8,0.5,0.5
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_beta_0_8_70_30,blend,0.2270086677349843,0.6795217561474362,-0.5582528480929652,0.33407122830329233,141.79055000800028,239,,1.6170129896855563,vol_top_20,defensive_stability_top_30_beta_0_8,0.7,0.3
sp500_dynamic,blend_vol_top_20_defensive_stability_top_30_beta_0_8_40_60,blend,0.17915403541065977,0.694912145278397,-0.5068994083279255,0.2578081799662413,155.68015275963833,239,,1.2668645540692582,vol_top_20,defensive_stability_top_30_beta_0_8,0.4,0.6
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_beta_0_8_60_40,blend,0.20758677904890876,0.6724053709495239,-0.5531896591269153,0.30872266644118146,137.41619914469175,239,,1.5002968551811133,vol_top_20,defensive_stability_top_50_beta_0_8,0.6,0.4
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_beta_0_8_50_50,blend,0.19064683380516456,0.6726133846342798,-0.5396540435724764,0.28344192690846465,139.7952489308646,239,,1.3835807126509274,vol_top_20,defensive_stability_top_50_beta_0_8,0.5,0.5
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_beta_0_8_70_30,blend,0.22364115584549893,0.66786501375827,-0.5679440168370119,0.33485981633774364,135.06367221714137,239,,1.6170129977112984,vol_top_20,defensive_stability_top_50_beta_0_8,0.7,0.3
sp500_dynamic,blend_vol_top_20_defensive_stability_top_50_beta_0_8_40_60,blend,0.17286633483067892,0.6667474355903896,-0.527428682063507,0.259268091039015,142.17429871703754,239,,1.266864570120742,vol_top_20,defensive_stability_top_50_beta_0_8,0.4,0.6
